loss_full_v2_se,loss_full_v2_se_128_channels,loss_full_v2_se_32_channels,loss_full_v2_se_5_blocks,loss_full_v2_se_atros_121,loss_full_v2_se_atros_121_single,loss_full_v2_se_atros_12421,loss_full_v2_se_atros_222_single,loss_full_v2_se_atros_241,loss_full_v2_se_atros_421,loss_full_v2_se_concat,loss_full_v2_se_double,loss_full_v2_se_fullsize,loss_full_v2_se_global_atros_12421,loss_full_v2_se_global_only,loss_full_v2_se_partial_atros_121,loss_full_v2_se_partial_atros_12421,loss_full_v2_se_partial_atros_421,loss_full_v2_se_res_bilinear,loss_full_v2_se_res_bilinear_V2_group1,loss_full_v2_se_res_bilinear_V2_group2,loss_full_v2_se_res_bilinear_V2_group4,loss_full_v2_se_V2_group4,loss_full_v2_spatial,loss_full_v2_spatial_atros_121,loss_full_v2_spatial_atros_121_diff_res,loss_full_v2_spatial_atros_241_diff_res,loss_full_v2_spatial_up_features_atros_421,loss_full_v2_spatial_up_features_atros_421_res,loss_full_v2_upscale_single_atros_131,loss_standard,loss_standard_5
0.03608819614164531,0.02752105062827468,0.06795762944966555,0.041590240737423304,0.038756522443145515,0.04073384166695178,0.04130188664421439,0.03620928176678717,0.04175929357297718,0.045385852362960576,0.03539703930728137,0.036190684093162416,0.04316476830281317,0.04263523151166737,0.040119096916168925,0.048304327949881556,0.028118832991458474,0.04012205032631755,0.00997453675372526,0.008857811288908123,0.009389787120744586,0.00988498681690544,0.037681635143235324,0.039410017896443605,0.03955200319178402,0.03418881306424737,0.041175561398267745,0.08216883316636085,0.04382226117886603,0.030489305360242726,0.06890397090464831,0.03639823272824287
0.034726761002093556,0.027064112853258847,0.05702465297654271,0.03695273343473673,0.036960060242563486,0.03988589229993522,0.042195645486935975,0.03492318824864924,0.03776759644970298,0.04020533356815577,0.03249231749214232,0.03397515891119838,0.03937699943780899,0.039548469055444,0.037666816543787715,0.036980032734572885,0.026912814727984367,0.03742306614294648,0.009890493901912123,0.008546656218823046,0.009192448481917382,0.009766852762550116,0.03720433809794486,0.036977720400318506,0.03719769031740725,0.03456254689954221,0.040777293499559164,0.0814212846569717,0.04239592920057476,0.02859552758745849,0.05731024034321308,0.03571896564681083
0.033681352902203796,0.02474818886257708,0.048324057878926394,0.037477377243340014,0.03423819267190993,0.04038896542042494,0.03674580566585064,0.0348970714956522,0.03663799958303571,0.03831774247810245,0.029602810693904757,0.03161053410731256,0.03706020461395383,0.03528447723947466,0.03332272190600634,0.032094201538711786,0.02494322813581675,0.03508210275322199,0.00983152718981728,0.008354508131742478,0.008974870044039563,0.009635014168452471,0.03662795638665557,0.03523263023234904,0.03606048999354243,0.030051836837083103,0.0388730863109231,0.08119930047541857,0.04257518853992224,0.026675702445209025,0.04807646591216326,0.03610276435501873
0.02948215468786657,0.0250697604380548,0.04515515607781708,0.03794050612486899,0.03210244937799871,0.0369936257135123,0.033760858001187444,0.031200569681823255,0.03568379525095224,0.035125365620478986,0.03699481775984168,0.033077573077753185,0.03722138502635062,0.03213760228827596,0.031213782867416738,0.03097161753103137,0.025384205812588333,0.03343512238934636,0.009784067759755998,0.008248024753993378,0.008781167166307568,0.009459817863535136,0.034356667986139657,0.03462477708235383,0.03764865710400045,0.02878175489604473,0.03747987705282867,0.08434457061812281,0.04486516318283975,0.028768276423215867,0.044422549195587635,0.03549037158954889
0.030694619240239262,0.0236460680142045,0.043629883276298645,0.03529615211300552,0.03367744134739041,0.0328189542517066,0.03369778115302324,0.030686407489702104,0.03526291064918041,0.03656175606884062,0.028924820898100733,0.029423906933516264,0.0360419390257448,0.03140263557434082,0.03025694447569549,0.028747491911053656,0.022434349381364883,0.032884139381349084,0.009700290905311704,0.00814532209187746,0.0086419744649902,0.00931510403752327,0.030682163406163455,0.03428568560630083,0.035394298983737825,0.03037056541070342,0.03837652332149446,0.07670202441513538,0.04277550601400435,0.02645540372468531,0.044412567280232906,0.03125882698222995
0.027961753867566587,0.02252139972988516,0.04278098940849304,0.03136477111838758,0.0312523624394089,0.03206094442866743,0.03522972986102104,0.02839895631186664,0.03412092099897564,0.037221566401422025,0.026635080110281706,0.028688505198806523,0.03229392901994288,0.031727997772395614,0.02898572962731123,0.028951385989785194,0.02514229214284569,0.031462686415761706,0.009708088741172105,0.008062606031307951,0.008439644187455997,0.009217789664398878,0.028347213799133898,0.03576978575438261,0.033251643925905225,0.028336900961585344,0.03517400142736733,0.07631110502406954,0.04061827706173062,0.024119892809540033,0.04254545103758574,0.028375586331821977
0.026049114228226245,0.01935255862772465,0.04080236949957907,0.02993442825973034,0.028329371521249414,0.03125536260195076,0.02863726345822215,0.02712226032745093,0.03304386637173593,0.03234199709258974,0.026088501093909144,0.029616593522951006,0.03167230817489326,0.03074163952842355,0.030388838844373822,0.026267564715817572,0.024884377885609866,0.03077735686674714,0.009584833483677358,0.008029264584183692,0.008338555286172777,0.009058438544161617,0.024958956218324602,0.030578455654904246,0.031007499294355513,0.029998878343030812,0.033907181769609454,0.07961029279977083,0.04269971176981926,0.02166444973554462,0.04310542903840542,0.03083465024828911
0.024501112895086406,0.020780258672311903,0.04136193064041436,0.028238288033753632,0.02906735073775053,0.03080633361823857,0.02883165974635631,0.026235271291807295,0.03231795052997768,0.03114075376652181,0.026007575308904053,0.026894346810877323,0.029406348103657366,0.026982642989605666,0.02999228690750897,0.025628462713211776,0.02251402856782079,0.029787992220371963,0.009492787963245064,0.00799066354520619,0.008238601218909024,0.008921624231152236,0.02412009355612099,0.031416217377409336,0.031873725540935996,0.029660451272502542,0.03247134513221681,0.07552948072552682,0.036972763622179626,0.021988401003181935,0.04165440583601594,0.028478362178429962
0.024836861155927183,0.020797429839149117,0.039347491785883905,0.02666265293955803,0.028321684105321765,0.029377519246190788,0.030144038796424865,0.024877204792574048,0.031140749156475068,0.030847562476992607,0.02521541710011661,0.028555380785837768,0.027866993262432516,0.026523288409225642,0.02936931224539876,0.024677507719025014,0.024197913473472,0.029144341964274643,0.009363373200176283,0.007967352261766791,0.00818159231566824,0.008741751499474048,0.022239224123768508,0.02975202789530158,0.028462873911485075,0.02952573010697961,0.03069883198477328,0.07455389648675918,0.0315640754532069,0.02088841253425926,0.03827726123854518,0.027785404049791396
0.024076437088660897,0.02246535832528025,0.040871767327189445,0.030324270948767662,0.025389797613024713,0.0310255182441324,0.026093265670351685,0.026163422921672463,0.02959448997862637,0.030303094536066055,0.024556969502009453,0.026224110880866645,0.027530576661229135,0.027476676367223264,0.026224596006795765,0.0235133305657655,0.0231348188361153,0.02931726723909378,0.00930403902893886,0.007941981352632865,0.008190431084949523,0.008635377482278273,0.02213007491081953,0.026924148527905346,0.028341048350557684,0.02612337120808661,0.031475872034206986,0.07563123293220997,0.03164318846538663,0.02143768228124827,0.03939720969647169,0.027355660405009984
0.028118523070588708,0.0165590358665213,0.03835803056135774,0.0275402114726603,0.025626060739159583,0.03007055530324578,0.025242052506655455,0.02526907594874501,0.026631168462336062,0.028680934850126506,0.024284239439293743,0.024660542816855015,0.027593579096719622,0.024621908157132565,0.024229548824951052,0.02338137850165367,0.019705711607821287,0.027719851676374675,0.009188037482090294,0.007901096774730831,0.008162730315234512,0.008545925328508019,0.018708025594241916,0.02689579171128571,0.027770169824361802,0.025011268490925432,0.027960661286488175,0.07225529104471207,0.030885951593518257,0.019826665217988194,0.04323240052908659,0.02757432560902089
0.02408033038955182,0.016906542447395624,0.03631979473866522,0.027956939581781626,0.022890952066518366,0.026570357754826544,0.02484370619058609,0.023943570791743696,0.026324484311044217,0.028907977044582367,0.024537814874202014,0.026385313901118933,0.02807581815868616,0.02366953296586871,0.024478323152288796,0.02292989925481379,0.0205838454188779,0.027011901186779142,0.009064627956831828,0.007888429018203169,0.008062915649497881,0.008458965329919011,0.018261830601841212,0.02809822503477335,0.028078478295356035,0.02549373162910342,0.027901684073731302,0.07318041808903217,0.029033763660117985,0.01896490720100701,0.036111709848046306,0.025674007227644326
0.025143876019865275,0.020241010864265264,0.03586888182908297,0.028443240839987994,0.02313101340550929,0.024623538041487335,0.022884597559459506,0.023473932594060897,0.025328714656643568,0.03154633082449436,0.023034453694708645,0.026670987671241164,0.02515522055327892,0.027002121787518263,0.025881057465448977,0.021742014214396477,0.019371116743423046,0.024832797050476075,0.008953831577673554,0.007874388759955765,0.008048283326206728,0.00834610364981927,0.017522340058349073,0.025277640717104078,0.028098217537626625,0.024197020940482615,0.028465299820527434,0.06646860549226404,0.027360634715296327,0.019665922317653895,0.03454165197908878,0.025432573212310673
0.022988720028661192,0.015874053887091576,0.03612399334087968,0.02558142147026956,0.022526487801223995,0.02532757364679128,0.023210670822300015,0.026533432956784963,0.023529819445684552,0.025414820085279642,0.022726263431832195,0.02368729584850371,0.025276312953792512,0.02353428432252258,0.02396167549304664,0.0213166122790426,0.019515565130859613,0.02379328925162554,0.008847997733391821,0.007879697589669377,0.00802005686564371,0.008265893382485956,0.01804802371188998,0.023990557109937072,0.026642406824976206,0.023312620958313345,0.02775673256255686,0.05251912670210004,0.027858765330165625,0.019770017475821078,0.03357244748622179,0.023109413031488658
0.021740602515637874,0.01990315697621554,0.034288037288933995,0.027748412126675247,0.021309860050678253,0.02582588270306587,0.024988062912598252,0.025412083230912687,0.02277274124789983,0.027347259083762766,0.022215177793987094,0.024632084369659423,0.02409287274349481,0.02456681455951184,0.02349530530627817,0.020838602166622876,0.019229275407269597,0.02400838853791356,0.008761894551571458,0.007856675516813993,0.007987607590621337,0.008212188084144145,0.016352696157991887,0.02357194523792714,0.02698422099929303,0.022709883702918886,0.025090351328253747,0.04467736664228141,0.03755900138057768,0.01943160828668624,0.03410231918096542,0.02335054990835488
0.022273338073864578,0.014942490682005882,0.03328422759659588,0.023989429674111308,0.021702676569111644,0.02390624734107405,0.023781296610832215,0.023989090230315924,0.02137697865255177,0.0250031478703022,0.02133979871869087,0.023965969448909163,0.02336068043950945,0.023075318336486815,0.023629833338782193,0.019687640806660058,0.01723420824855566,0.02348000034689903,0.008656658965628594,0.007824478344991804,0.007968318747589364,0.008152164495550096,0.017128006252460182,0.022669143928214907,0.026361922337673604,0.02409508153796196,0.02414134293794632,0.04292018455453217,0.03911684057675302,0.018747294228523968,0.03249330911785364,0.026431442750617862
0.02199668511748314,0.014087770914193243,0.032756672333925964,0.023175104102119804,0.02093949660193175,0.023092200327664614,0.022087193792685866,0.022021104278974236,0.0248173494823277,0.025843523582443594,0.020926812593825162,0.023991200560703873,0.02221825495362282,0.023538703052327036,0.023100168653763832,0.021174668706953524,0.01974232909269631,0.023163138097152113,0.008579111960716545,0.007786488207057118,0.007954129029531031,0.008094420679844916,0.015154238045215606,0.023506979690864682,0.02536898620892316,0.027036212757229804,0.02466537761501968,0.042969246162101626,0.027007335145026446,0.01852291796822101,0.030459826812148094,0.021772457286715508
0.02101884982548654,0.014564959960989655,0.03207138639409095,0.027284190943464636,0.021972414408810436,0.02354937552008778,0.023806652636267245,0.022438918775878846,0.024981970735825598,0.02276627707760781,0.020548593695275487,0.023020077776163817,0.022193346382118763,0.025781817361712457,0.0230099372100085,0.019641992775723337,0.019489240506663917,0.02290505520068109,0.008483213081490248,0.007745079218875617,0.008010977040976286,0.008069870399776847,0.01536181748379022,0.0230953088728711,0.023762234044261275,0.025290334364399314,0.025369064346887172,0.04099269933067262,0.024398249527439474,0.018870291160419585,0.02971767447888851,0.021321718068793415
0.0213942923117429,0.012002467981074006,0.031249889777973293,0.02491823104210198,0.02002200447022915,0.022830518102273344,0.020827906602062286,0.02152509258594364,0.02258287656586617,0.023128557484596968,0.021156085585244,0.022380426293238997,0.02529813286382705,0.021115279430523513,0.021698125754483044,0.020154090039432047,0.020331963803619145,0.02283338373526931,0.008437527384376153,0.0077501381514593955,0.007949724450008943,0.008096312498673796,0.01424614411080256,0.020049336017109454,0.022909418563358486,0.021647335216403007,0.024296942399814725,0.03893116996623576,0.027133438689634203,0.01897135532926768,0.02781061576679349,0.020876282057724894
0.0211760017555207,0.012613996805157512,0.03178067938424647,0.022901683347299695,0.019628546829335392,0.02247846613172442,0.02063208967447281,0.02026443798094988,0.020478614862076937,0.022862403397448362,0.022548597981221975,0.02479214551858604,0.024321621540002523,0.022237890656106173,0.021042776457034052,0.02049740180373192,0.017703876737505196,0.021770495735108853,0.008341912261676044,0.007723739894572645,0.007930362690240144,0.008025332301622256,0.015255414065904915,0.017892945162020623,0.023327809991315007,0.021306242211721838,0.021947847306728364,0.03721165470778942,0.02545449142344296,0.018609367497265338,0.027513332571834324,0.019585065683349966
0.023448481410741805,0.011808359948918223,0.030171421635895968,0.021924377023242413,0.02160818052943796,0.023191841901279986,0.021046437555924058,0.02042164308950305,0.021068771788850426,0.023215477494522928,0.02176588848233223,0.022661900823004545,0.021659439452923833,0.020528085553087293,0.02021689268294722,0.01919307531788945,0.017539246357046068,0.02051290487870574,0.00830618929467164,0.007714536087587476,0.007921732036629691,0.007988380233291537,0.014136894186958671,0.01912891052197665,0.022165654739364982,0.022107643936760724,0.0227780323009938,0.03634020574390888,0.021586665441282092,0.019218418421223758,0.027957858983427286,0.020250246790237725
0.020940745738334952,0.011875556106679142,0.027852831361815333,0.02222741798032075,0.019314289093017578,0.022478638286702334,0.01857001702301204,0.01942188274115324,0.02030366533435881,0.021450066659599542,0.018454682920128106,0.02216770404484123,0.022342753922566773,0.019566145236603917,0.019655073061585426,0.018744180258363486,0.017233174573630095,0.020366706373170018,0.008246546931331977,0.007709631539182737,0.00788896267185919,0.007982836692826822,0.014923145296052098,0.017511817184276877,0.022102600266225635,0.02054107473231852,0.022476364625617862,0.03880778909660876,0.022439281409606337,0.018766988371498882,0.02694579605013132,0.023346880450844765
0.0202423803973943,0.012130875897128135,0.02835724111646414,0.021693411143496634,0.01910806915257126,0.022478895587846638,0.018712954223155977,0.020456559024751186,0.022099788580089808,0.023420285410247745,0.017440814548172055,0.023222262412309645,0.021626703348010777,0.020029440359212457,0.020502520049922167,0.019711398193612693,0.01763790554832667,0.01989567494019866,0.008214826323091983,0.007688212854554876,0.007873962831217796,0.008008016273379326,0.013525655074045063,0.016756702633574604,0.022878829692490398,0.020684503973461686,0.023606827622279523,0.03711606673896313,0.022110880468972027,0.01717155403457582,0.02804908696562052,0.023908280371688306
0.019074430875480174,0.013577768066897988,0.027023782301694155,0.025000827782787383,0.019276374764740468,0.02176023363135755,0.017436669650487603,0.020432509668171405,0.01950269357766956,0.02239436572417617,0.017659598728641868,0.020880417036823928,0.02316272163297981,0.021584925474599004,0.020958886435255408,0.022104672528803347,0.017580852820537986,0.02368292147293687,0.00818422316806391,0.007664386654505506,0.007874461018946021,0.007975532562704757,0.012716619134880602,0.018389538675546647,0.024736292427405715,0.021442013466730712,0.021667095739394425,0.03593943421728909,0.018906847457401454,0.018404088611714543,0.02658902611583471,0.019431528286077082
0.018028230662457644,0.01720015952596441,0.02662238422781229,0.022751163714565335,0.020036943652667106,0.020882678567431867,0.01716858264990151,0.01917423834092915,0.021212146640755235,0.02199619892053306,0.01623742113588378,0.020422206935472788,0.02133316984400153,0.020893470221199095,0.01876980906818062,0.02010317649692297,0.020147041860036553,0.019634917750954627,0.008119038946460932,0.00765142657328397,0.00786492403713055,0.007958523120032623,0.015587275987491012,0.019456124352291226,0.02136918136384338,0.021071718563325702,0.02248574940022081,0.03674243162386119,0.019048762787133456,0.01788095908705145,0.024963879399001597,0.01928961093071848
0.01763044123072177,0.016787341074086727,0.02681103004142642,0.02121657826937735,0.01863093108404428,0.02324615002144128,0.01810938382986933,0.0189020705409348,0.020789950853213668,0.0254212903091684,0.015421027201227844,0.019512991071678698,0.021131573431193828,0.017068054690025748,0.01912054668646306,0.018013864662498234,0.01867961585521698,0.020862870523706077,0.00809103691135533,0.0075978452106937764,0.007878535718191415,0.007920952467247843,0.015075658622663468,0.016704528196714818,0.0216437213588506,0.020260527497157454,0.020980538264848293,0.03254544655792415,0.020347774936817588,0.017400538572110234,0.02674221880733967,0.017667095432989298
0.01768145742826164,0.01253862470621243,0.02610089220106602,0.020559848402626812,0.017381245526485144,0.0200941652758047,0.01598053064662963,0.018800816452130675,0.02080010159406811,0.021962020243518055,0.016671445476822554,0.018700328073464334,0.01944315731525421,0.01727736028842628,0.018375952169299124,0.01764329676516354,0.018901923834346235,0.021000282466411592,0.008087366673862562,0.007559350546216592,0.007862278906395659,0.007898430782370269,0.014993013767525553,0.01651816675439477,0.02142834342084825,0.020728233666159213,0.020757250674068927,0.03084307685494423,0.020768060977570713,0.01722699657548219,0.026005915738642214,0.017190527194179593
0.019496019906364383,0.011917268601246178,0.025324318464845418,0.019699342316016555,0.016383159859105944,0.02006362876854837,0.0178929700050503,0.017225244361907244,0.024239036557264625,0.021561377285979687,0.01650485470890999,0.018676604866050182,0.018831153237260877,0.016584378911647945,0.0172713675070554,0.018117803148925304,0.016683674592059106,0.02120516961440444,0.008122489630477504,0.007562962279189378,0.007833462057169527,0.007888455467764288,0.013956671580672264,0.01584739179816097,0.02071025548502803,0.01960222243797034,0.020797902066260577,0.034555644867941736,0.01777504771016538,0.016819421923719345,0.024669814575463533,0.01699538668617606
0.017095252871513367,0.011503685649950057,0.02531342182774097,0.020904658595100045,0.01590433456003666,0.019462086469866337,0.016015064786188304,0.01743165678344667,0.01981279000174254,0.02065740346442908,0.01487098706420511,0.01871079655829817,0.01841108228545636,0.01784333772957325,0.01774577933829278,0.01875490751117468,0.016326800175011157,0.021176709979772567,0.008049994171597064,0.007499645656207576,0.007831181003712117,0.007915957900695502,0.015251881419681012,0.017201228183694184,0.019767187512479724,0.018841587635688484,0.02190403814893216,0.03510913960635662,0.016369563806802035,0.01705668601207435,0.023740190267562866,0.016819365904666483
0.01708807870745659,0.01199784454656765,0.025349508947692813,0.020807267632335424,0.01623075604438782,0.020067706145346163,0.014268444036133587,0.018799754302017392,0.01752298129722476,0.018731909128837286,0.013782072125468402,0.020937083871103823,0.017897895770147443,0.01654228714760393,0.01758611926343292,0.019645613711327316,0.016213550860993565,0.01935194111429155,0.008065791957778855,0.0074816652457229795,0.0078306081937626,0.00788169854786247,0.013029452331829816,0.016312745725736023,0.01999088379088789,0.017373383184894918,0.02067076521925628,0.030664041684940458,0.018276990088634194,0.016788700059987605,0.02236709715798497,0.019232721393927933
0.015593729983083903,0.012474678561557085,0.02489597031380981,0.01857420669402927,0.016288396483287216,0.01807970688678324,0.01569420750020072,0.017482847650535406,0.01754681929014623,0.019153171498328448,0.017067681648768485,0.019023583154194057,0.017338534933514893,0.016999884450342506,0.016954773501493037,0.01794121735729277,0.016961416660342364,0.018471669405698776,0.007982598739909008,0.007549262035172433,0.007779987622052431,0.00786977333482355,0.01278994265012443,0.015657206147443502,0.02028899227734655,0.017483120667748153,0.02117287404835224,0.03127582222223282,0.01656286478973925,0.016375039983540774,0.022904223948717117,0.018039709934964777
0.016129462467506527,0.013777116092387586,0.025034678680822254,0.01940374879632145,0.0179685598006472,0.016878501535393296,0.01433202032931149,0.015659223892726004,0.018024725723080337,0.01864721265155822,0.014733364479616285,0.01814011570531875,0.019626363273710014,0.015333633101545275,0.016852555377408863,0.018399431789293885,0.017990081035532058,0.021316739870235323,0.007972345902817323,0.007494035176932812,0.007803510711528361,0.007868631213204936,0.012173156812787056,0.018034180556423963,0.019528758083470165,0.01709262782242149,0.02008981185499579,0.03077258155681193,0.01622436698526144,0.017224821425043047,0.022635422088205813,0.017839192831888794
0.01730653552804142,0.013036970712710172,0.026162406988441946,0.019791396567597985,0.019837759248912335,0.01908990575466305,0.013930625864304602,0.016488837031647562,0.016949872742407023,0.019169639982283115,0.014153572439681739,0.01933753341436386,0.017295726970769466,0.015497561276424677,0.01617995393462479,0.018049033218994738,0.016936444700695573,0.021839381335303186,0.007983723015058786,0.007418028631946072,0.007750753290019929,0.007900399202480913,0.012888727220706641,0.02026416133157909,0.019684361293911934,0.017148317326791583,0.019419017527252436,0.028771011624485254,0.0165319231338799,0.0163999121170491,0.023785170912742615,0.01659024793189019
0.015908156451769174,0.01047982859890908,0.023714676848612726,0.01782144613098353,0.01639666084665805,0.018737191264517606,0.01477380411233753,0.019733399990946053,0.018029729765839875,0.018322459375485777,0.01344598988071084,0.017489215708337724,0.016349560860544444,0.017114398698322476,0.01676150015555322,0.018595406040549278,0.016553268220741303,0.020442716032266616,0.007979625830193982,0.007425292115658522,0.0077519003360066565,0.007860236073611304,0.011771026742644608,0.015368419163860381,0.01877269826363772,0.019339536339975892,0.018886574171483518,0.03001874084584415,0.01757476159837097,0.016403549537062644,0.022689674608409406,0.0164843789068982
